Penal Code,Crime,Weapon Used,Age,Gender,Cognizable,Time,Date,Location,FIR Launched by
442,House-trespass,,33,Male,FALSE,11:31,18/5/2022,Chintamani III,Ramesh
497,Adultery,,61,Male,FALSE,8:59,23/3/2020,KK Market,Atharva
304A,Causing of death by negligence,,44,Male,FALSE,17:40,5/5/2022,City Pride,Shantanu
354A,Sexual harassment,,35,Female,FALSE,13:58,4/9/2021,Chintamani II,Aarti
326A,Voluntarily causing grievous hurt by use of acid,acid,64,Male,FALSE,17:06,8/12/2022,Mahesh Society,Atif
326A,Voluntarily causing grievous hurt by use of acid,acid,26,Male,FALSE,16:23,29/12/2021,Swargate,Ajit
304A,Causing of death by negligence,,35,Male,FALSE,5:07,8/3/2020,Sukhsagar Nagar,Riyan
359,Kidnapping,knife,45,Male,TRUE,12:14,7/11/2022,Swargate,Prem
354A,Sexual harassment,,21,Female,FALSE,3:55,3/2/2021,Katraj,Rani
497,Adultery,,57,Male,FALSE,11:23,26/10/2022,KK Market,Shantanu
300,Murder,knife,63,Male,TRUE,7:00,15/1/2021,Swargate,Parag
354D,Stalking,,24,Female,FALSE,0:49,28/1/2023,City Pride,Kiran
464,Making a false document,,35,Male,FALSE,6:25,8/4/2023,Chintamani II,Aslam
442,House-trespass,,58,Male,FALSE,3:50,23/2/2023,City Pride,Riyan
378,Theft,,37,Male,TRUE,2:10,4/6/2020,Khau Gali,Mahendra
391,Dacoity,,23,Male,FALSE,4:04,24/9/2021,KK Market,Vineet
375,Rape,,36,Female,TRUE,21:34,20/4/2021,Dolphin Chowk,Aarti
442,House-trespass,,20,Male,FALSE,0:31,6/2/2023,Bibwewadi Gavthan,Rohit
378,Theft,,70,Male,TRUE,0:20,22/6/2021,Sukhsagar Nagar,Amar
376B,Sexual intercourse by husband upon his wife during separation,,17,Male,FALSE,14:52,5/2/2020,Chintamani II,
442,House-trespass,,19,Male,FALSE,16:01,23/6/2023,Shani Mandir,Virat
391,Dacoity,,27,Male,FALSE,6:24,31/7/2021,Sukhsagar Nagar,Rohit
337,Causing hurt by act endangering life or personal safety of other,ropes,28,Male,TRUE,7:30,1/7/2023,Sukhsagar Nagar,Parthiv
354A,Sexual harassment,,23,Female,FALSE,3:34,4/8/2020,Sukhsagar Nagar,Priya
326A,Voluntarily causing grievous hurt by use of acid,acid,61,Male,FALSE,21:59,23/8/2021,Swargate,Amar
410,Stolen property,,46,Male,FALSE,19:54,16/9/2021,Sukhsagar Nagar,Abhay
445,House-breaking,hockey stick,50,Male,TRUE,5:52,14/5/2022,Katraj,Abhay
304A,Causing of death by negligence,,31,Male,FALSE,13:26,5/10/2020,Chintamani III,Dheeraj
410,Stolen property,,57,Male,FALSE,8:21,11/9/2022,Bibwewadi Gavthan,Vineet
510,Misconduct in public by a drunken person,,70,Male,FALSE,2:02,25/7/2020,Chintamani III,Debashish
375,Rape,,71,Female,TRUE,6:44,24/1/2020,Bibwewadi Gavthan,Mona
390,Robbery,knife,51,Male,TRUE,23:53,29/8/2020,Sukhsagar Nagar,Arijit
337,Causing hurt by act endangering life or personal safety of other,gun,49,Male,TRUE,1:36,15/10/2023,Bibwewadi Gavthan,Neeraj
442,House-trespass,,60,Male,FALSE,10:57,25/10/2023,Shani Mandir,Sameer
326A,Voluntarily causing grievous hurt by use of acid,acid,24,Male,FALSE,22:29,2/8/2021,Khau Gali,Riyan
442,House-trespass,,75,Male,FALSE,14:28,30/12/2020,Katraj,Kailash
376B,Sexual intercourse by husband upon his wife during separation,,42,Male,FALSE,9:00,12/10/2020,KK Market,Ramesh
354A,Sexual harassment,,22,Female,FALSE,0:18,24/9/2021,Sukhsagar Nagar,Poonam
391,Dacoity,,19,Male,FALSE,10:35,12/3/2022,Mahesh Society,Ajit
304A,Causing of death by negligence,,72,Male,FALSE,0:27,12/2/2023,Shani Mandir,Anand
337,Causing hurt by act endangering life or personal safety of other,ropes,42,Male,TRUE,14:46,1/9/2020,Chintamani I,Milind
375,Rape,,74,Female,TRUE,20:37,15/12/2020,Katraj,Aarti
300,Murder,gun,64,Male,TRUE,10:35,16/6/2022,Shani Mandir,Prasad
359,Kidnapping,knife,33,Male,TRUE,20:11,11/6/2021,Khau Gali,Prem
337,Causing hurt by act endangering life or personal safety of other,ropes,71,Male,TRUE,11:00,21/10/2020,Chintamani III,Vineet
383,Extortion,ropes,52,Male,TRUE,5:11,12/11/2022,Mahesh Society,Neeraj
312,Causing Miscarriage,,66,Female,FALSE,14:41,22/11/2023,Khau Gali,Riya
337,Causing hurt by act endangering life or personal safety of other,knife,68,Male,TRUE,20:29,17/12/2023,Mahesh Society,Ramesh
396,"Dacoity,Murder",gun,37,Male,TRUE,6:18,20/7/2022,Sukhsagar Nagar,Anand
415,Cheating,,22,Male,FALSE,16:30,16/4/2020,Katraj,Sujoy
464,Making a false document,,43,Male,FALSE,19:54,1/6/2022,Dolphin Chowk,Atharva
510,Misconduct in public by a drunken person,,30,Male,FALSE,11:40,30/10/2022,Khau Gali,Dheeraj
464,Making a false document,,42,Male,FALSE,13:52,7/5/2020,Chintamani II,Dheeraj
510,Misconduct in public by a drunken person,,75,Male,FALSE,23:48,10/11/2021,Chintamani III,Arijit
391,Dacoity,,70,Male,FALSE,7:05,10/5/2020,Chintamani I,Rohit
337,Causing hurt by act endangering life or personal safety of other,ropes,39,Male,TRUE,6:39,27/8/2021,Chintamani I,Debashish
378,Theft,,64,Male,TRUE,17:48,25/10/2020,Shani Mandir,Atharva
497,Adultery,,63,Male,FALSE,16:20,23/3/2020,Mahesh Society,Sameer
445,House-breaking,hammer,52,Male,TRUE,3:42,15/3/2021,Bibwewadi Gavthan,Navjot
312,Causing Miscarriage,,58,Female,FALSE,0:24,1/10/2021,KK Market,Pooja
376B,Sexual intercourse by husband upon his wife during separation,,58,Male,FALSE,20:29,23/2/2021,Chintamani I,Arijit
410,Stolen property,,20,Male,FALSE,4:45,24/7/2023,Dolphin Chowk,Sameer
376B,Sexual intercourse by husband upon his wife during separation,,70,Male,FALSE,12:08,25/11/2021,Khau Gali,Abdul
497,Adultery,,58,Male,FALSE,3:55,22/4/2020,Bibwewadi Gavthan,Neeraj
326A,Voluntarily causing grievous hurt by use of acid,acid,35,Male,FALSE,11:24,9/10/2023,Swargate,Abhay
442,House-trespass,,22,Male,FALSE,11:17,14/12/2020,Katraj,Aslam
445,House-breaking,hammer,61,Male,TRUE,4:29,27/12/2020,KK Market,Sunil
415,Cheating,,45,Male,FALSE,14:54,14/9/2022,Shani Mandir,Kailash
354D,Stalking,,62,Female,FALSE,21:48,19/11/2021,Katraj,Meena
378,Theft,,62,Male,TRUE,1:22,27/2/2023,Dolphin Chowk,Navjot
464,Making a false document,,63,Male,FALSE,16:33,4/2/2020,Chintamani III,Navjot
510,Misconduct in public by a drunken person,,71,Male,FALSE,18:13,5/8/2022,City Pride,Prasad
304B,Dowry death,,33,Female,TRUE,20:56,17/6/2023,Khau Gali,Kajal
310,Thug ,knife,23,Male,TRUE,1:16,31/9/2023,Dolphin Chowk,Vaibhav
300,Murder,knife,64,Male,TRUE,5:01,2/9/2022,Chintamani III,Prem
463,Forgery,,42,Male,FALSE,20:50,12/7/2021,Katraj,Soham
304A,Causing of death by negligence,,62,Male,FALSE,4:03,27/2/2022,City Pride,Mustufa
376B,Sexual intercourse by husband upon his wife during separation,,74,Male,FALSE,20:20,25/12/2020,Bibwewadi Gavthan,Prem
378,Theft,,73,Male,TRUE,23:14,20/8/2020,Katraj,Debashish
300,Murder,ropes,38,Male,TRUE,12:25,21/5/2020,Chintamani I,Rohit
425,Mischief,,61,Male,FALSE,4:38,19/3/2022,Chintamani II,Aslam
354D,Stalking,,24,Female,FALSE,1:30,28/6/2021,Chintamani II,Suman
375,Rape,,30,Female,TRUE,14:50,21/1/2020,Khau Gali,Kavita
463,Forgery,,16,Female,FALSE,5:25,6/9/2021,Mahesh Society,
425,Mischief,,49,Male,FALSE,15:05,2/12/2023,Bibwewadi Gavthan,Sujal
425,Mischief,,68,Male,FALSE,22:26,16/5/2023,Bibwewadi Gavthan,Amar
359,Kidnapping,knife,50,Male,TRUE,17:06,4/12/2020,Swargate,Sunil
354D,Stalking,,70,Female,FALSE,12:00,20/11/2022,Chintamani II,Riya
354D,Stalking,,20,Female,FALSE,17:14,30/5/2020,Shani Mandir,Pooja
390,Robbery,ropes,63,Male,TRUE,7:10,18/11/2022,Chintamani I,Navjot
445,House-breaking,hammer,64,Male,TRUE,9:22,15/11/2023,Khau Gali,Ajay
300,Murder,knife,72,Male,TRUE,10:51,1/3/2020,Chintamani II,Arya
445,House-breaking,stones,26,Male,TRUE,3:45,2/10/2022,Chintamani I,Aslam
445,House-breaking,stones,68,Male,TRUE,20:42,12/10/2023,City Pride,Arijit
354A,Sexual harassment,,25,Female,FALSE,5:41,11/1/2020,Swargate,Jyoti
391,Dacoity,,60,Male,FALSE,13:28,16/9/2023,Bibwewadi Gavthan,Abdul
304A,Causing of death by negligence,,40,Male,FALSE,16:36,2/5/2021,Mahesh Society,Atharva
376B,Sexual intercourse by husband upon his wife during separation,,59,Male,FALSE,8:44,31/10/2020,Chintamani II,Sujoy
312,Causing Miscarriage,,51,Female,FALSE,11:34,20/4/2021,Mahesh Society,Rani
354D,Stalking,,34,Female,FALSE,13:48,14/3/2020,Swargate,Divya
312,Causing Miscarriage,,26,Female,FALSE,14:24,14/9/2023,Shani Mandir,Tina
312,Causing Miscarriage,,67,Female,FALSE,17:56,1/11/2023,Dolphin Chowk,Jyoti
442,House-trespass,,47,Male,FALSE,23:19,25/6/2021,Chintamani II,Parthiv
298,Uttering words with deliberate intent to wound religious feelings,,21,Male,FALSE,9:34,31/2/2020,Sukhsagar Nagar,Atharva
510,Misconduct in public by a drunken person,,72,Male,FALSE,8:38,5/1/2021,Mahesh Society,Sujal
463,Forgery,,30,Male,FALSE,10:40,6/10/2021,Swargate,Navjot
354A,Sexual harassment,,44,Female,FALSE,2:05,9/3/2022,Mahesh Society,Sonia
337,Causing hurt by act endangering life or personal safety of other,gun,38,Male,TRUE,9:13,13/8/2023,Sukhsagar Nagar,Soham
383,Extortion,gun,57,Male,TRUE,2:13,15/12/2023,Khau Gali,Sunil
300,Murder,knife,57,Male,TRUE,8:19,10/3/2023,Mahesh Society,Mustufa
300,Murder,knife,23,Male,TRUE,13:01,25/12/2021,Mahesh Society,Arya
442,House-trespass,,28,Male,FALSE,23:24,8/3/2023,Katraj,Virat
410,Stolen property,,43,Male,FALSE,17:35,10/1/2020,Shani Mandir,Atharva
304B,Dowry death,,28,Female,TRUE,19:44,8/8/2022,Bibwewadi Gavthan,Suman
410,Stolen property,,44,Male,FALSE,0:00,24/12/2021,Khau Gali,Amar
464,Making a false document,,38,Male,FALSE,17:24,31/9/2023,Chintamani I,Debashish
396,"Dacoity,Murder",ropes,39,Male,TRUE,10:08,30/3/2020,Chintamani I,Debashish
391,Dacoity,,52,Male,FALSE,12:47,15/2/2020,Swargate,Navjot
391,Dacoity,,60,Male,FALSE,10:53,4/6/2021,Bibwewadi Gavthan,Prem
442,House-trespass,,62,Male,FALSE,13:45,31/5/2021,Chintamani I,Vaibhav
300,Murder,knife,54,Male,TRUE,3:56,30/4/2020,Chintamani I,Rohit
376B,Sexual intercourse by husband upon his wife during separation,,38,Male,FALSE,22:42,28/6/2022,KK Market,Parthiv
442,House-trespass,,68,Male,FALSE,6:22,5/6/2020,Bibwewadi Gavthan,Atif
415,Cheating,,70,Male,FALSE,10:45,7/6/2020,Shani Mandir,Sunil
354D,Stalking,,59,Female,FALSE,21:09,26/3/2021,Sukhsagar Nagar,Sonia
310,Thug ,gun,36,Male,TRUE,3:58,14/8/2020,Sukhsagar Nagar,Abhay
445,House-breaking,stones,45,Male,TRUE,1:04,15/5/2021,Chintamani III,Sameer
312,Causing Miscarriage,,47,Female,FALSE,18:11,17/12/2023,Sukhsagar Nagar,Shweta
375,Rape,,65,Female,TRUE,21:10,19/10/2023,Chintamani II,Shweta
415,Cheating,,49,Male,FALSE,23:45,14/8/2021,Bibwewadi Gavthan,Riyan
497,Adultery,,20,Male,FALSE,2:22,19/10/2021,Katraj,Vaibhav
396,"Dacoity,Murder",knife,39,Male,TRUE,1:12,10/2/2021,Chintamani II,Soham
383,Extortion,gun,40,Male,TRUE,10:03,9/11/2020,Dolphin Chowk,Sujoy
310,Thug ,gun,66,Male,TRUE,18:06,18/11/2020,Chintamani III,Shantanu
463,Forgery,,32,Male,FALSE,2:29,3/1/2023,Swargate,Atharva
410,Stolen property,,37,Male,FALSE,4:33,23/8/2023,City Pride,Parthiv
298,Uttering words with deliberate intent to wound religious feelings,,49,Male,FALSE,0:30,23/4/2020,City Pride,Lakshay
425,Mischief,,71,Male,FALSE,19:07,5/7/2020,Shani Mandir,Shantanu
391,Dacoity,,45,Male,FALSE,18:36,18/12/2023,Khau Gali,Mahendra
378,Theft,,37,Male,TRUE,13:16,19/11/2023,Dolphin Chowk,Neeraj
378,Theft,,28,Male,TRUE,20:06,10/11/2021,Dolphin Chowk,Mahendra
337,Causing hurt by act endangering life or personal safety of other,gun,53,Male,TRUE,5:22,1/1/2021,City Pride,Vaibhav
391,Dacoity,,75,Male,FALSE,21:10,10/10/2023,Chintamani I,Soham
354D,Stalking,,70,Female,FALSE,20:06,29/11/2023,Chintamani I,Meena
304A,Causing of death by negligence,,55,Male,FALSE,6:33,30/2/2021,Chintamani III,Kailash
378,Theft,,60,Male,TRUE,6:16,26/11/2022,Chintamani I,Sameer
298,Uttering words with deliberate intent to wound religious feelings,,57,Male,FALSE,15:44,11/11/2021,Swargate,Milind
445,House-breaking,rod,30,Male,TRUE,1:21,11/2/2021,KK Market,Sunil
445,House-breaking,hammer,57,Male,TRUE,8:48,4/5/2021,Sukhsagar Nagar,Sameer
310,Thug ,ropes,24,Male,TRUE,13:02,8/3/2021,Dolphin Chowk,Om
383,Extortion,knife,69,Male,TRUE,22:16,19/3/2021,City Pride,Riyan
312,Causing Miscarriage,,59,Female,FALSE,16:50,4/11/2021,City Pride,Sneha
410,Stolen property,,46,Male,FALSE,23:24,15/8/2021,Bibwewadi Gavthan,Debashish
312,Causing Miscarriage,,16,Male,FALSE,20:14,13/11/2020,City Pride,
304B,Dowry death,,63,Female,TRUE,21:56,22/7/2023,KK Market,Aarti
376B,Sexual intercourse by husband upon his wife during separation,,54,Male,FALSE,3:48,28/1/2022,Khau Gali,Atif
326A,Voluntarily causing grievous hurt by use of acid,acid,70,Male,FALSE,8:29,20/12/2021,Katraj,Sachin
310,Thug ,knife,75,Male,TRUE,4:38,9/4/2020,Bibwewadi Gavthan,Sujoy
463,Forgery,,37,Male,FALSE,14:57,31/11/2020,City Pride,Om
445,House-breaking,hockey stick,37,Male,TRUE,20:22,18/11/2022,Mahesh Society,Arya
510,Misconduct in public by a drunken person,,70,Male,FALSE,9:12,25/12/2020,Swargate,Parag
464,Making a false document,,39,Male,FALSE,7:20,17/6/2021,Chintamani I,Suresh
497,Adultery,,45,Male,FALSE,11:22,11/12/2020,Sukhsagar Nagar,Neeraj
497,Adultery,,17,Male,FALSE,0:06,19/12/2022,Katraj,
304A,Causing of death by negligence,,71,Male,FALSE,7:10,3/2/2020,Dolphin Chowk,Aslam
354A,Sexual harassment,,27,Female,FALSE,1:50,17/7/2020,Khau Gali,Shweta
415,Cheating,,18,Female,FALSE,15:14,4/12/2021,Khau Gali,
442,House-trespass,,75,Male,FALSE,19:05,25/9/2021,Mahesh Society,Ajay
383,Extortion,knife,23,Male,TRUE,21:45,17/7/2020,Chintamani II,Arijit
463,Forgery,,46,Male,FALSE,21:03,2/9/2023,Sukhsagar Nagar,Prem
304B,Dowry death,,29,Female,TRUE,6:57,19/6/2023,Dolphin Chowk,Mona
391,Dacoity,,17,Female,FALSE,20:41,8/5/2021,Dolphin Chowk,
442,House-trespass,,43,Male,FALSE,17:14,26/8/2021,City Pride,Anand
463,Forgery,,62,Male,FALSE,18:07,30/4/2023,Swargate,Om
415,Cheating,,71,Male,FALSE,3:17,16/6/2022,Chintamani I,Prasad
312,Causing Miscarriage,,46,Female,FALSE,23:24,19/5/2021,Chintamani I,Pooja
376B,Sexual intercourse by husband upon his wife during separation,,24,Male,FALSE,20:03,16/3/2021,City Pride,Navjot
445,House-breaking,rod,31,Male,TRUE,19:56,11/8/2020,Swargate,Sunil
442,House-trespass,,75,Male,FALSE,15:33,23/8/2022,Khau Gali,Neeraj
378,Theft,,28,Male,TRUE,5:10,27/1/2023,KK Market,Rohit
497,Adultery,,45,Male,FALSE,20:35,27/11/2023,Katraj,Debashish
378,Theft,,68,Male,TRUE,0:17,27/7/2023,Dolphin Chowk,Virat
410,Stolen property,,22,Male,FALSE,15:08,20/2/2021,City Pride,Prasad
415,Cheating,,52,Male,FALSE,7:22,17/11/2021,City Pride,Om
442,House-trespass,,58,Male,FALSE,2:22,9/7/2021,KK Market,Sameer
337,Causing hurt by act endangering life or personal safety of other,ropes,57,Male,TRUE,12:24,2/6/2022,Katraj,Arya
396,"Dacoity,Murder",gun,62,Male,TRUE,16:39,23/2/2023,Khau Gali,Abdul
354A,Sexual harassment,,35,Female,FALSE,20:58,19/11/2020,Chintamani II,Priya
376B,Sexual intercourse by husband upon his wife during separation,,59,Male,FALSE,13:35,18/8/2022,Dolphin Chowk,Navjot
425,Mischief,,39,Male,FALSE,17:03,13/5/2022,Chintamani I,Shantanu
359,Kidnapping,knife,46,Male,TRUE,8:13,18/10/2021,City Pride,Mahendra
375,Rape,,16,Male,TRUE,14:34,6/6/2023,Sukhsagar Nagar,
337,Causing hurt by act endangering life or personal safety of other,gun,74,Male,TRUE,10:17,3/1/2020,City Pride,Vineet
463,Forgery,,64,Male,FALSE,0:33,22/2/2022,Dolphin Chowk,Anand
396,"Dacoity,Murder",gun,29,Male,TRUE,14:43,8/8/2023,Katraj,Soham
376B,Sexual intercourse by husband upon his wife during separation,,25,Male,FALSE,19:32,10/7/2020,KK Market,Om
298,Uttering words with deliberate intent to wound religious feelings,,67,Male,FALSE,20:08,21/11/2023,Bibwewadi Gavthan,Atharva
425,Mischief,,32,Male,FALSE,1:24,30/3/2020,KK Market,Suresh
463,Forgery,,35,Male,FALSE,21:11,9/7/2020,Chintamani II,Soham
310,Thug ,gun,53,Male,TRUE,18:25,20/6/2022,Swargate,Virat
390,Robbery,knife,18,Male,TRUE,13:43,31/3/2022,Shani Mandir,
354D,Stalking,,75,Female,FALSE,14:47,23/8/2023,Chintamani II,Pooja
312,Causing Miscarriage,,70,Female,FALSE,11:18,1/2/2022,City Pride,Sapna
463,Forgery,,64,Male,FALSE,13:13,29/2/2021,Dolphin Chowk,Sunil
300,Murder,knife,60,Male,TRUE,5:13,11/12/2020,KK Market,Arijit
415,Cheating,,62,Male,FALSE,21:37,25/9/2022,Chintamani II,Rohit
445,House-breaking,stones,33,Male,TRUE,19:17,20/10/2020,Chintamani II,Debashish
445,House-breaking,hockey stick,62,Male,TRUE,5:04,31/8/2021,Khau Gali,Aslam
312,Causing Miscarriage,,61,Female,FALSE,23:35,27/12/2023,Shani Mandir,Kajal
415,Cheating,,41,Male,FALSE,16:24,13/5/2023,Khau Gali,Ajit
425,Mischief,,61,Male,FALSE,22:35,18/2/2023,Chintamani III,Abhay
310,Thug ,knife,61,Male,TRUE,18:48,16/6/2023,Katraj,Aslam
383,Extortion,ropes,26,Male,TRUE,16:46,7/6/2021,Chintamani I,Anand
396,"Dacoity,Murder",gun,39,Male,TRUE,23:47,29/5/2021,KK Market,Suresh
376B,Sexual intercourse by husband upon his wife during separation,,74,Male,FALSE,5:12,19/6/2021,Katraj,Riyan
310,Thug ,gun,23,Male,TRUE,23:46,9/3/2022,Chintamani III,Neeraj
445,House-breaking,hammer,61,Male,TRUE,11:30,30/5/2021,Chintamani III,Virat
354D,Stalking,,44,Female,FALSE,16:42,2/7/2021,KK Market,Riya
300,Murder,ropes,61,Male,TRUE,15:57,12/12/2020,Chintamani I,Suresh
396,"Dacoity,Murder",knife,45,Male,TRUE,23:35,28/12/2021,Chintamani I,Amar
383,Extortion,gun,57,Male,TRUE,18:54,9/10/2020,Chintamani I,Om
463,Forgery,,47,Male,FALSE,17:41,31/11/2023,Sukhsagar Nagar,Sunil
425,Mischief,,40,Male,FALSE,1:02,21/1/2021,Sukhsagar Nagar,Milind
354D,Stalking,,34,Female,FALSE,18:54,23/5/2022,Bibwewadi Gavthan,Mona
354A,Sexual harassment,,74,Female,FALSE,21:04,18/4/2020,Dolphin Chowk,Kavita
415,Cheating,,41,Male,FALSE,16:15,3/2/2022,Chintamani III,Mahendra
378,Theft,,16,Male,TRUE,7:04,16/2/2022,Sukhsagar Nagar,
337,Causing hurt by act endangering life or personal safety of other,gun,69,Male,TRUE,4:48,30/4/2020,Khau Gali,Lakshay
376B,Sexual intercourse by husband upon his wife during separation,,50,Male,FALSE,4:02,29/3/2022,City Pride,Aslam
310,Thug ,gun,34,Male,TRUE,18:58,3/7/2020,Dolphin Chowk,Milind
310,Thug ,ropes,31,Male,TRUE,19:10,13/12/2022,Sukhsagar Nagar,Parag
391,Dacoity,,63,Male,FALSE,0:23,4/9/2020,City Pride,Sameer
415,Cheating,,45,Male,FALSE,0:04,2/10/2023,KK Market,Shantanu
376B,Sexual intercourse by husband upon his wife during separation,,54,Male,FALSE,10:17,6/12/2021,City Pride,Mustufa
442,House-trespass,,41,Male,FALSE,0:45,29/5/2022,KK Market,Aslam
442,House-trespass,,29,Male,FALSE,4:18,29/1/2022,Khau Gali,Atharva
376B,Sexual intercourse by husband upon his wife during separation,,57,Male,FALSE,2:51,25/12/2022,Dolphin Chowk,Ramesh
410,Stolen property,,47,Male,FALSE,9:55,14/1/2022,KK Market,Shantanu
298,Uttering words with deliberate intent to wound religious feelings,,37,Male,FALSE,4:44,19/3/2021,KK Market,Navjot
354D,Stalking,,66,Female,FALSE,6:37,2/9/2020,Swargate,Neha
463,Forgery,,38,Male,FALSE,10:32,24/11/2023,Chintamani I,Navjot
354D,Stalking,,45,Female,FALSE,0:50,4/7/2020,Bibwewadi Gavthan,Shweta
298,Uttering words with deliberate intent to wound religious feelings,,24,Male,FALSE,3:03,27/7/2022,Shani Mandir,Arijit
497,Adultery,,27,Male,FALSE,23:55,11/6/2021,Shani Mandir,Debashish
415,Cheating,,29,Male,FALSE,14:18,31/11/2022,City Pride,Mahendra
300,Murder,gun,48,Male,TRUE,9:58,19/10/2020,Swargate,Prasad
383,Extortion,gun,64,Male,TRUE,0:16,23/4/2022,Chintamani I,Lakshay
376B,Sexual intercourse by husband upon his wife during separation,,56,Male,FALSE,16:03,27/8/2021,KK Market,Neeraj
310,Thug ,knife,21,Male,TRUE,8:38,19/2/2022,Sukhsagar Nagar,Amar
354A,Sexual harassment,,73,Female,FALSE,8:16,19/4/2021,Chintamani I,Mona
304B,Dowry death,,55,Female,TRUE,6:56,5/12/2022,Chintamani III,Aarti
354A,Sexual harassment,,31,Female,FALSE,18:46,28/8/2022,Khau Gali,Pooja
337,Causing hurt by act endangering life or personal safety of other,ropes,61,Male,TRUE,12:12,29/3/2021,Shani Mandir,Aslam
445,House-breaking,hockey stick,16,Male,TRUE,4:06,6/4/2022,Chintamani I,
378,Theft,,53,Male,TRUE,13:47,26/4/2022,Mahesh Society,Atharva
304A,Causing of death by negligence,,23,Male,FALSE,23:27,9/2/2020,Shani Mandir,Soham
378,Theft,,25,Male,TRUE,22:45,27/8/2022,Katraj,Sameer
415,Cheating,,42,Male,FALSE,9:56,28/3/2021,Dolphin Chowk,Sameer
510,Misconduct in public by a drunken person,,35,Male,FALSE,14:54,10/7/2020,Chintamani I,Amar
497,Adultery,,67,Male,FALSE,7:24,22/2/2021,Bibwewadi Gavthan,Soham
396,"Dacoity,Murder",ropes,67,Male,TRUE,0:38,5/5/2022,Mahesh Society,Arya
391,Dacoity,,19,Male,FALSE,0:02,8/6/2020,Chintamani II,Riyan
464,Making a false document,,37,Male,FALSE,17:45,20/4/2020,Katraj,Sujal
497,Adultery,,35,Male,FALSE,18:48,1/6/2023,Chintamani III,Mahendra
337,Causing hurt by act endangering life or personal safety of other,gun,39,Male,TRUE,15:18,28/5/2023,KK Market,Navjot
410,Stolen property,,37,Male,FALSE,16:26,26/12/2021,Chintamani III,Debashish
376B,Sexual intercourse by husband upon his wife during separation,,27,Male,FALSE,10:17,1/5/2023,Sukhsagar Nagar,Soham
391,Dacoity,,74,Male,FALSE,0:51,19/3/2021,Sukhsagar Nagar,Ajit
298,Uttering words with deliberate intent to wound religious feelings,,69,Male,FALSE,8:02,9/3/2020,Mahesh Society,Ajay
312,Causing Miscarriage,,26,Female,FALSE,0:36,9/9/2022,Chintamani II,Meena
354D,Stalking,,55,Female,FALSE,14:02,30/12/2020,Chintamani I,Divya
445,House-breaking,rod,28,Male,TRUE,19:13,31/9/2022,Swargate,Ramesh
378,Theft,,35,Male,TRUE,14:54,22/10/2021,Mahesh Society,Riyan
425,Mischief,,43,Male,FALSE,16:49,17/10/2022,Sukhsagar Nagar,Vaibhav
497,Adultery,,21,Male,FALSE,20:59,22/5/2020,Khau Gali,Lakshay
396,"Dacoity,Murder",gun,36,Male,TRUE,12:32,22/9/2022,Sukhsagar Nagar,Soham
445,House-breaking,hammer,17,Male,TRUE,22:54,5/6/2021,Katraj,
510,Misconduct in public by a drunken person,,67,Male,FALSE,12:48,22/11/2023,Dolphin Chowk,Abdul
391,Dacoity,,29,Male,FALSE,6:59,5/5/2021,Dolphin Chowk,Mustufa
497,Adultery,,64,Male,FALSE,9:49,23/1/2023,City Pride,Anand
378,Theft,,67,Male,TRUE,23:57,2/2/2020,Bibwewadi Gavthan,Prasad
464,Making a false document,,32,Male,FALSE,4:14,31/1/2021,Khau Gali,Sameer
464,Making a false document,,55,Male,FALSE,13:48,16/5/2022,Chintamani I,Atharva
463,Forgery,,40,Male,FALSE,18:42,15/7/2022,Sukhsagar Nagar,Shantanu
383,Extortion,knife,26,Male,TRUE,21:37,13/9/2023,Chintamani I,Prasad
326A,Voluntarily causing grievous hurt by use of acid,acid,61,Male,TRUE,17:22,1/5/2020,Swargate,Milind
354D,Stalking,,75,Female,FALSE,17:12,25/12/2023,Khau Gali,Kavita
378,Theft,,47,Male,TRUE,1:34,18/4/2020,City Pride,Dheeraj
300,Murder,knife,64,Male,TRUE,2:54,25/4/2023,Swargate,Kailash
312,Causing Miscarriage,,71,Female,FALSE,22:45,30/2/2021,Khau Gali,Poonam
359,Kidnapping,knife,22,Male,TRUE,0:18,5/4/2023,Katraj,Ramesh
410,Stolen property,,65,Male,FALSE,5:36,5/6/2022,Chintamani I,Soham
396,"Dacoity,Murder",gun,55,Male,TRUE,4:46,19/12/2021,Mahesh Society,Sachin
304B,Dowry death,,28,Female,TRUE,13:04,30/4/2020,City Pride,Rani
304A,Causing of death by negligence,,30,Male,FALSE,4:25,28/10/2023,Chintamani III,Neeraj
354A,Sexual harassment,,36,Female,FALSE,6:24,29/6/2023,City Pride,Sonia
304B,Dowry death,,65,Female,TRUE,3:06,1/10/2021,Sukhsagar Nagar,Riya
391,Dacoity,,38,Male,FALSE,10:14,24/2/2023,Swargate,Sachin
425,Mischief,,72,Male,FALSE,17:21,6/8/2022,Swargate,Shantanu
354A,Sexual harassment,,39,Female,FALSE,16:37,16/1/2023,Shani Mandir,Kiran
445,House-breaking,rod,57,Male,TRUE,14:41,18/2/2020,Chintamani I,Prasad
310,Thug ,gun,30,Male,TRUE,7:24,2/11/2020,Swargate,Neeraj
354A,Sexual harassment,,43,Female,FALSE,7:20,11/6/2020,Sukhsagar Nagar,Poonam
326A,Voluntarily causing grievous hurt by use of acid,acid,29,Male,FALSE,7:04,13/9/2023,Katraj,Prasad
304A,Causing of death by negligence,,73,Male,FALSE,5:21,29/8/2023,Chintamani II,Om
